Page_title	page_id	%revision	objective_frequency	obj_avg	well_writ_freq	well_writ_avg
Bruce_Lee	37313	446901902	0	0.000000	37	4.378378
Bruce_Lee	37313	472661688	33	4.303030	45	4.422222
Chicken	37402	468283173	0	0.000000	30	3.966667
20-gauge_shotgun	4231720	461453028	0	0.000000	31	4.161290
Tornado	37530	455037463	47	3.659574	53	3.867925
Tornado	37530	459911103	36	3.555556	39	3.794872
Tornado	37530	490255894	39	3.923077	39	4.051282
Tornado	37530	471592269	80	4.150000	92	4.195652
Asperger_syndrome	37556	491457249	73	4.246575	82	4.353659
Asperger_syndrome	37556	498719912	0	0.000000	31	4.064516
Asperger_syndrome	37556	462933546	46	3.608696	51	4.039216
Asperger_syndrome	37556	458171191	35	4.028571	47	4.085106
Asperger_syndrome	37556	477008075	32	4.343750	37	4.216216
Asperger_syndrome	37556	442533351	0	0.000000	31	3.903226
Asperger_syndrome	37556	452054527	38	4.000000	43	4.162791
Crocodile	37882	472765066	0	0.000000	33	3.575758
Himalayas	37966	468318860	33	3.575758	35	3.514286
Himalayas	37966	447380142	0	0.000000	32	4.031250
Himalayas	37966	462276424	30	3.566667	0	0.000000
Himalayas	37966	493840091	30	3.766667	32	3.625000
Bicycle_motocross	38103	422696091	32	3.156250	35	3.057143
Shit	38221	480435370	32	3.593750	33	3.848485
Shit	38221	440284989	0	0.000000	30	3.700000
Oskar_Schindler	38367	474158920	0	0.000000	35	4.171429
Mardi_Gras	38482	478086249	50	3.260000	54	3.388889
Mardi_Gras	38482	471744639	35	3.828571	40	3.775000
Frog	38498	460936278	33	4.000000	37	3.783784
Gravitation	38579	462829230	32	3.687500	35	3.114286
Lever	38857	457993216	0	0.000000	30	3.266667
Jupiter	38930	481725807	0	0.000000	32	3.687500
Jupiter	38930	477780644	31	4.064516	34	4.147059
Jupiter	38930	460277935	32	3.281250	35	3.628571
Jupiter	38930	492283570	0	0.000000	33	3.878788
Jupiter	38930	472519035	34	3.617647	35	3.714286
Banana	38940	497380586	0	0.000000	31	4.064516
French_and_Indian_War	39062	460418228	40	3.350000	42	3.571429
Congruence_(geometry)	39330	491059875	39	3.307692	41	3.463415
Congruence_(geometry)	39330	458416843	0	0.000000	33	3.666667
Dengue_fever	39669	450358309	0	0.000000	36	4.000000
Ides_of_March	40113	453109299	32	4.312500	53	4.339623
Ides_of_March	40113	482230991	0	0.000000	32	3.750000
Ides_of_March	40113	482076416	0	0.000000	30	3.500000
Ides_of_March	40113	469960078	37	3.945946	44	4.159091
Ides_of_March	40113	481777050	0	0.000000	37	4.081081
Ides_of_March	40113	474859943	0	0.000000	30	4.033333
Ides_of_March	40113	450148283	33	4.272727	41	3.926829
Information_system	41260	446453846	0	0.000000	31	3.548387
Capital_market	41914	442387371	38	3.763158	47	3.851064
Antonie_van_Leeuwenhoek	42001	481721069	40	3.150000	47	3.212766
Freddie_Mercury	42068	448566278	0	0.000000	32	4.656250
Freddie_Mercury	42068	448725551	69	4.115942	84	4.440476
Freddie_Mercury	42068	457198647	0	0.000000	31	4.064516
Freddie_Mercury	42068	448839949	0	0.000000	30	4.566667
Freddie_Mercury	42068	448532248	43	4.093023	61	4.295082
Freddie_Mercury	42068	448578991	38	4.473684	60	4.533333
Freddie_Mercury	42068	448512467	40	4.350000	59	4.389831
Elizabeth_Taylor	42357	445643807	0	0.000000	31	4.677419
Kama_Sutra	42559	461797862	31	3.387097	39	3.153846
Kama_Sutra	42559	438154939	0	0.000000	35	4.257143
Cyclone	42806	466716935	0	0.000000	31	4.032258
William_A._Dembski	43098	439941567	54	3.037037	48	3.729167
Unicorn	43236	470055687	39	3.179487	44	3.409091
Unicorn	43236	483327584	49	3.551020	52	3.788462
Metropolitan_area_network	43326	461970929	33	3.272727	39	3.512821
Metropolitan_area_network	43326	445312371	34	3.500000	38	3.526316
Shark	43617	459562471	30	3.933333	34	4.029412
Great_white_shark	43619	492104239	32	3.625000	35	3.857143
Henry_Hudson	44014	461954385	112	3.276786	123	3.617886
Henry_Hudson	44014	457302960	94	3.265957	101	3.386139
John_Dalton	44112	474056756	40	3.475000	39	3.307692
John_Dalton	44112	492642358	40	3.400000	50	3.900000
John_Dalton	44112	450293591	72	3.305556	80	3.525000
John_Dalton	44112	447305304	36	3.361111	38	3.736842
Legislature	44421	439600653	32	3.218750	36	3.527778
Metamorphic_rock	44424	484526528	0	0.000000	31	3.225806
Saturn	44474	475066000	39	3.743590	40	3.900000
Saturn	44474	472060341	36	3.194444	39	3.564103
Uranus	44475	490579923	47	3.702128	50	3.760000
Battle_of_Hastings	44667	450684574	41	3.365854	44	3.318182
Battle_of_Hastings	44667	476451461	31	3.193548	32	3.500000
Battle_of_Hastings	44667	469532857	78	3.410256	81	3.419753
Battle_of_Hastings	44667	487269974	33	3.424242	33	3.454545
Diabetes_mellitus	44677	441610527	0	0.000000	35	4.028571
Vasco_da_Gama	45080	457063000	0	0.000000	32	3.437500
Vasco_da_Gama	45080	491433233	30	2.800000	31	3.064516
Lord_Voldemort	45106	442980034	30	4.466667	34	4.205882
Hogwarts	45324	456769669	31	4.000000	40	4.275000
Hogwarts	45324	463298078	36	4.333333	42	4.500000
Hogwarts	45324	452830512	36	4.250000	41	4.390244
Hogwarts	45324	445554111	74	4.378378	96	4.489583
Hogwarts	45324	472705782	37	4.324324	43	4.465116
Hogwarts	45324	460531657	34	4.088235	38	4.500000
Hogwarts	45324	443466059	47	4.446809	51	4.470588
Hogwarts	45324	440576489	33	4.333333	35	4.228571
Jane_Goodall	45397	471032486	39	3.846154	43	3.883721
Alessi_(company)	45535	451212331	30	2.966667	31	2.741935
Bartolomeu_Dias	45592	463183789	32	3.312500	35	3.400000
Cheetah	45609	480437633	0	0.000000	34	3.588235
Cheetah	45609	489254925	0	0.000000	31	4.451613
Cheetah	45609	485173408	45	3.711111	47	4.000000
Cheetah	45609	469798309	63	3.936508	72	3.930556
Cheetah	45609	476814913	43	3.813953	48	4.125000
Cheetah	45609	491574356	0	0.000000	32	4.343750
Cheetah	45609	462507355	32	4.375000	37	4.405405
Cheetah	45609	451548879	37	3.540541	42	3.833333
Indigo_children	46105	444390290	45	2.333333	41	3.804878
Indigo_children	46105	469510398	41	2.414634	38	3.552632
Ninja	46396	439599806	35	3.171429	39	3.615385
Ninja	46396	455215052	30	4.000000	33	3.939394
Apple_sauce	46484	493805659	45	1.133333	45	1.088889
Hedgehog	46590	464453878	44	4.159091	53	4.075472
Mount_Vesuvius	46817	452816451	65	3.769231	68	3.764706
Mount_Vesuvius	46817	471756017	30	3.566667	31	3.709677
Jesse_Owens	46827	477245174	32	4.000000	35	4.057143
Indus_Valley_Civilization	46853	459283471	31	4.161290	37	3.891892
Indus_Valley_Civilization	46853	455004178	41	3.512195	51	3.843137
Indus_Valley_Civilization	46853	491862836	54	3.722222	63	4.174603
Indus_Valley_Civilization	46853	451113147	0	0.000000	35	4.057143
Indus_Valley_Civilization	46853	447506632	36	3.666667	42	3.714286
Indus_Valley_Civilization	46853	441910903	0	0.000000	35	3.800000
Shortcrust_pastry	46877	431553697	42	3.571429	45	3.533333
Leaning_Tower_of_Pisa	46889	484669363	67	3.656716	68	3.647059
Leaning_Tower_of_Pisa	46889	459068227	0	0.000000	31	4.258065
Thomas_Crapper	46961	483549220	35	3.457143	40	3.625000
Grand_Canyon	46989	487291495	30	3.366667	35	3.657143
Easter_Bunny	47125	483564211	42	3.380952	51	3.607843
Instrumentation	47403	485788544	0	0.000000	31	4.032258
Climate_change	47512	454445336	30	3.166667	31	3.483871
Climate_change	47512	489837410	31	2.838710	34	3.117647
Paella	47630	447304770	36	3.194444	36	3.555556
Cotton_gin	47710	478558007	0	0.000000	30	3.266667
Kolkata	47905	484807813	65	4.000000	65	4.000000
Amazon_rainforest	48139	488477307	43	3.697674	46	3.913043
Amazon_rainforest	48139	492987808	41	3.512195	44	3.477273
Amazon_rainforest	48139	480260913	36	3.694444	39	3.769231
Amazon_rainforest	48139	453859256	66	3.803030	72	3.680556
Amazon_rainforest	48139	483340865	30	3.400000	0	0.000000
Amazon_rainforest	48139	460854894	30	3.066667	30	3.666667
Amazon_rainforest	48139	470203248	79	3.632911	84	3.630952
List_of_phobias	48743	494143153	30	4.033333	38	4.342105
Elements_of_art	4243273	481910779	31	3.354839	33	3.272727
African-American_Civil_Rights_Movement_(1955–1968)	49001	473109304	30	3.600000	31	3.870968
Scale_(ratio)	49526	448663065	0	0.000000	31	3.032258
Colosseum	49603	493314715	36	3.361111	38	3.315789
Colosseum	49603	477035424	0	0.000000	30	3.666667
Colosseum	49603	445981749	0	0.000000	37	3.891892
Colosseum	49603	479580732	36	3.277778	40	3.550000
Colosseum	49603	459241022	78	3.884615	91	3.802198
Colosseum	49603	452347592	48	3.437500	52	3.538462
Colosseum	49603	488113884	44	3.340909	46	3.195652
Colosseum	49603	471076708	45	3.911111	50	4.000000
Robert_Hooke	49720	483346717	0	0.000000	30	3.300000
Rainforest	50047	450270594	56	3.285714	63	3.095238
Rainforest	50047	488823075	124	3.274194	132	3.439394
Rainforest	50047	477785771	85	3.035294	90	3.222222
Rainforest	50047	474422684	37	3.378378	40	3.575000
Rainforest	50047	457538275	95	3.210526	103	3.466019
Rainforest	50047	484052079	49	3.448980	50	3.540000
Paul_Revere	50372	467268995	103	3.281553	110	3.518182
Paul_Revere	50372	448223394	42	3.714286	44	3.704545
Paul_Revere	50372	490060602	34	3.411765	35	3.457143
Paul_Revere	50372	458223683	44	3.636364	44	3.795455
Computer_engineering	50408	499313168	0	0.000000	38	4.026316
Computer_engineering	50408	491766853	40	3.100000	47	3.489362
Computer_engineering	50408	486459099	33	3.454545	40	3.250000
Computer_engineering	50408	495437724	37	3.243243	43	3.395349
Computer_engineering	50408	466904544	0	0.000000	39	3.538462
Computer_engineering	50408	458970111	42	3.904762	52	3.865385
Flood	50482	455032922	74	3.378378	87	3.574713
Flood	50482	484500641	0	0.000000	31	4.096774
Flood	50482	447797988	65	3.569231	71	3.718310
Flood	50482	488621555	57	3.491228	60	3.566667
Cherokee	50490	452798402	30	3.533333	32	3.718750
Cherokee	50490	447041502	41	3.024390	43	3.209302
Golden_Retriever	21022536	493687308	34	4.500000	43	4.534884
Golden_Retriever	21022536	469173417	0	0.000000	32	4.062500
Golden_Retriever	21022536	456859740	46	4.326087	49	4.285714
Golden_Retriever	21022536	445383654	32	4.375000	43	4.511628
Golden_Retriever	21022536	474401020	0	0.000000	33	4.424242
Magnet	51079	455651335	58	3.655172	71	3.788732
Magnet	51079	470314858	70	3.957143	76	3.960526
Niagara_Falls	52028	470706348	30	3.533333	32	3.875000
Pneumonia	52135	490168517	0	0.000000	30	4.500000
Pneumonia	52135	448942953	0	0.000000	31	3.903226
Day_of_the_Dead	52303	457539690	32	3.406250	33	3.515152
Day_of_the_Dead	52303	460501641	43	3.651163	42	3.714286
Day_of_the_Dead	52303	458527906	38	3.263158	39	3.333333
Day_of_the_Dead	52303	456452337	56	3.678571	57	3.859649
Day_of_the_Dead	52303	454820671	42	2.833333	43	2.976744
Rafflesia	52309	485713741	34	3.411765	40	3.325000
Jehovah's_Witnesses	52547	449896106	39	3.230769	40	3.650000
Jehovah's_Witnesses	52547	452754305	32	3.562500	30	3.866667
Green_Day	52726	461493766	0	0.000000	31	4.290323
Green_Day	52726	441515613	0	0.000000	32	4.562500
Hernando_de_Soto	52739	454988728	58	3.310345	62	3.387097
Hernando_de_Soto	52739	450492231	31	3.387097	32	3.406250
Vertebral_column	33607453	463721772	35	2.800000	38	2.605263
Vertebral_column	33607453	460341699	38	2.236842	41	2.024390
Aztec	53198	452964233	141	2.985816	155	3.109677
Aztec	53198	475953695	96	3.135417	102	3.137255
Aztec	53198	490038953	38	3.842105	40	4.025000
Aztec	53198	492840961	34	2.970588	37	2.891892
Narwhal	53484	467498520	0	0.000000	31	4.129032
Narwhal	53484	486488221	0	0.000000	32	3.781250
Narwhal	53484	471687082	40	3.400000	41	3.463415
Narwhal	53484	475437118	44	3.886364	48	3.750000
Narwhal	53484	459396037	41	3.780488	45	3.822222
Narwhal	53484	451875535	58	3.586207	63	3.793651
Narwhal	53484	488899170	51	3.509804	55	3.727273
Narwhal	53484	479424233	47	3.893617	52	4.173077
Narwhal	53484	493573651	35	3.428571	36	3.666667
Narwhal	53484	491773331	0	0.000000	30	4.000000
Hello_Kitty	54295	470909958	32	3.531250	35	3.828571
Hello_Kitty	54295	460892646	39	3.846154	52	3.942308
Fairy	54317	437112191	0	0.000000	32	4.031250
Juggernaut	55118	468132281	31	3.548387	37	3.756757
Newton's_laws_of_motion	55212	452683778	35	3.914286	37	3.729730
Newton's_laws_of_motion	55212	440447532	49	3.938776	54	4.074074
Newton's_laws_of_motion	55212	469897402	90	3.811111	96	3.781250
Newton's_laws_of_motion	55212	447037257	64	3.828125	71	3.985915
Newton's_laws_of_motion	55212	486736869	98	3.857143	114	3.754386
Newton's_laws_of_motion	55212	454777700	31	3.935484	36	3.944444
Newton's_laws_of_motion	55212	456449784	60	3.533333	68	3.750000
Francisco_Pizarro	55271	447357782	50	3.500000	54	3.648148
Francisco_Pizarro	55271	456668393	34	3.676471	33	3.727273
Charles_Addams	55492	470091251	0	0.000000	31	2.258065
Non-Intercourse_Act_(1809)	55566	464281318	35	3.657143	37	3.486486
Gout	55584	480303832	0	0.000000	34	4.500000
Connotation	55671	454047661	30	3.533333	31	3.258065
List_of_endangered_species_in_India	12638641	450632741	48	3.354167	50	3.700000
List_of_endangered_species_in_India	12638641	492002350	31	3.516129	36	3.722222
Urinary_system	55927	441113247	37	3.351351	44	3.318182
Obesity	56435	471142838	32	3.312500	32	3.812500
Tourette_syndrome	56483	451432430	50	4.040000	52	4.134615
Tourette_syndrome	56483	469626747	42	3.547619	47	3.936170
Tourette_syndrome	56483	494223648	0	0.000000	32	4.187500
Pineapple	56887	494494122	30	4.100000	34	3.882353
Hawk	56890	444150445	53	3.075472	60	3.033333
Peasants'_Revolt	57172	483662241	38	3.210526	40	3.100000
Peasants'_Revolt	57172	476082932	44	3.136364	43	2.976744
Peasants'_Revolt	57172	491562224	47	3.234043	48	3.208333
Circulatory_system	57330	495086647	65	3.692308	67	3.671642
Circulatory_system	57330	459710559	54	3.722222	65	3.769231
Circulatory_system	57330	487621701	76	3.657895	77	3.818182
Circulatory_system	57330	474248431	61	3.426230	65	3.323077
Sachin_Tendulkar	57570	440275840	0	0.000000	34	4.176471
Monsoon	57630	461861127	44	3.454545	52	3.538462
California_Gold_Rush	58296	480567821	0	0.000000	30	3.233333
California_Gold_Rush	58296	488117156	39	3.666667	44	3.727273
Wright_brothers	58410	494303003	0	0.000000	32	3.656250
Wright_brothers	58410	488074662	30	4.000000	32	4.281250
Wright_brothers	58410	478672808	48	3.833333	52	3.961538
Wright_brothers	58410	455502420	32	3.531250	34	4.147059
Wright_brothers	58410	447047000	44	3.863636	48	4.083333
Judy_Garland	58719	481508910	0	0.000000	43	4.558140
Judy_Garland	58719	481116227	43	5.000000	44	5.000000
Ampere-hour	4253054	443972363	42	3.952381	45	3.466667
Ampere-hour	4253054	464177070	0	0.000000	31	3.193548
New_York_divorce_law	58806	441989249	0	0.000000	30	4.466667
Natural_disaster	58921	471455279	35	3.657143	43	4.023256
Sea_of_Japan	59122	469788241	40	4.175000	39	4.358974
Apostrophe_(figure_of_speech)	59355	459658643	0	0.000000	34	3.529412
Dust_Bowl	59749	464312026	77	3.428571	81	3.629630
Eadweard_Muybridge	60115	486466066	0	0.000000	31	4.290323
Eadweard_Muybridge	60115	486403111	32	4.312500	32	4.625000
Eadweard_Muybridge	60115	486362230	82	4.243902	102	4.215686
Eadweard_Muybridge	60115	486392630	55	4.145455	74	4.405405
Eadweard_Muybridge	60115	486439261	52	4.019231	68	4.279412
Eadweard_Muybridge	60115	486456125	0	0.000000	41	4.390244
Eadweard_Muybridge	60115	486501276	38	3.552632	39	3.743590
Eadweard_Muybridge	60115	486407587	56	4.285714	66	4.242424
Eadweard_Muybridge	60115	486485925	43	3.767442	52	3.980769
Eadweard_Muybridge	60115	486383029	59	4.220339	83	4.289157
Eadweard_Muybridge	60115	486414819	0	0.000000	31	4.451613
Dmitri_Mendeleev	60633	473576737	56	3.178571	56	3.196429
Glucose_tolerance_test	60635	451734464	0	0.000000	31	4.483871
Glucose_tolerance_test	60635	467165845	31	4.193548	47	3.978723
Peripheral	60644	441652491	0	0.000000	31	3.612903
Peripheral	60644	447340750	38	3.078947	44	3.022727
Peripheral	60644	454707678	40	3.525000	47	3.382979
Lists_of_scientists	60670	431869319	0	0.000000	30	2.766667
Lists_of_scientists	60670	470697228	33	2.575758	33	2.757576
Cleopatra_VII	60827	451887518	49	3.795918	54	4.000000
Cleopatra_VII	60827	480774149	0	0.000000	30	2.933333
Cleopatra_VII	60827	460693882	30	3.833333	35	3.800000
Hatshepsut	60832	470015233	0	0.000000	31	3.451613
Hatshepsut	60832	458338342	45	3.488889	47	3.702128
Venn_diagram	61701	497669502	42	4.023810	44	3.977273
List_of_Greek_mythological_figures	61963	492042194	0	0.000000	31	3.387097
Fermín_Lasuén	61980	462849507	0	0.000000	36	3.805556
Of_Mice_and_Men	62120	453513850	0	0.000000	31	4.193548
Of_Mice_and_Men	62120	456160957	0	0.000000	35	4.314286
Of_Mice_and_Men	62120	458343147	37	3.621622	40	3.775000
Of_Mice_and_Men	62120	444864765	53	4.264151	60	4.333333
Secretariat_(horse)	62400	440336791	88	4.579545	132	4.621212
A._P._J._Abdul_Kalam	62682	456139265	34	3.852941	38	4.210526
Guinea_pig	62696	492930517	51	4.137255	62	4.225806
Guinea_pig	62696	447169976	0	0.000000	30	4.266667
Guinea_pig	62696	487236330	32	4.062500	35	4.171429
Guinea_pig	62696	462822398	37	3.540541	41	4.219512
Spicule	63824	365364287	42	2.976190	42	2.642857
Junk_food	64083	442031853	33	3.393939	37	3.837838
Junk_food	64083	492032753	0	0.000000	32	3.187500
Concatenation	64474	440268012	0	0.000000	30	4.300000
Ischaemic_heart_disease	65853	441472521	43	3.953488	71	4.197183
Electromagnetic_induction	65888	480093225	0	0.000000	32	3.125000
Boyle's_law	65891	456021786	32	3.812500	38	3.763158
Kitten	66365	480728231	0	0.000000	30	3.700000
Kitten	66365	445747758	34	3.882353	41	4.195122
Brown_v._Board_of_Education	66402	471386463	31	2.967742	37	3.378378
Ancient_Greece	66540	487265313	0	0.000000	30	3.566667
Ancient_Greece	66540	440631850	91	2.967033	94	3.180851
Ancient_Greece	66540	457301235	39	3.641026	43	3.744186
Deciduous	66722	491128087	34	3.264706	35	3.200000
Deciduous	66722	470474914	30	3.733333	31	3.903226
Deciduous	66722	484633283	35	3.114286	41	3.195122
Deciduous	66722	460611563	37	3.513514	39	3.564103
Red_blood_cell	67158	446667765	73	3.191781	78	3.474359
Battles_of_Saratoga	67425	466140205	38	3.815789	44	3.977273
Heart_disease	69276	448932584	52	3.403846	56	3.392857
Rangers_F.C.	69713	500390154	30	2.200000	0	0.000000
Rangers_F.C.	69713	501307645	0	0.000000	32	3.156250
First_Fleet	70061	457459973	39	3.282051	38	3.236842
Recycling	70157	468050334	57	3.736842	61	3.639344
Jacques_Cartier	70602	473136969	38	3.342105	43	3.348837
Jacques_Cartier	70602	476221635	65	2.646154	66	2.787879
Jacques_Cartier	70602	457302028	142	3.295775	152	3.467105
Jacques_Cartier	70602	484313467	56	2.946429	57	2.982456
Mona_Lisa	70889	487385036	45	3.555556	48	3.500000
Mona_Lisa	70889	454190639	33	3.484848	38	3.710526
Mona_Lisa	70889	493779795	52	3.538462	54	3.518519
Mona_Lisa	70889	457996926	34	3.117647	43	3.465116
Great_Barrier_Reef	70983	444924944	35	3.685714	42	4.095238
Great_Barrier_Reef	70983	488602004	31	3.516129	32	3.656250
Johnny_Depp	71870	470024365	0	0.000000	30	4.400000
Trail_of_Tears	71973	468256248	71	3.549296	74	3.702703
Francisco_Vásquez_de_Coronado	71979	470166112	51	3.019608	55	3.054545
Francisco_Vásquez_de_Coronado	71979	451017980	120	2.875000	130	3.184615
Martin_Frobisher	72094	468377785	32	3.093750	33	3.121212
To_Kill_a_Mockingbird	73408	459344409	32	3.468750	39	3.948718
To_Kill_a_Mockingbird	73408	446253515	0	0.000000	35	3.542857
Human_Rights_Organization_of_Pakistan	25240017	440401537	41	5.000000	45	4.911111
Human_Rights_Organization_of_Pakistan	25240017	488157117	0	0.000000	33	5.000000
Adjectival_phrase	74323	436575637	30	2.766667	30	2.700000
Juice_Plus	4268766	480846916	43	2.441860	38	3.236842
Juice_Plus	4268766	456743946	56	2.392857	45	3.244444
List_of_Prime_Ministers_of_India_by_longevity	25240945	462820124	36	3.472222	54	4.037037
Filmfare_Award_for_Best_Male_Playback_Singer	4206850	483741088	48	3.000000	48	3.000000
Filmfare_Award_for_Best_Male_Playback_Singer	4206850	480808901	65	3.000000	65	3.000000
Filmfare_Award_for_Best_Male_Playback_Singer	4206850	477207719	90	2.955556	88	2.931818
Filmfare_Award_for_Best_Male_Playback_Singer	4206850	492439256	165	2.193939	187	4.026738
Filmfare_Award_for_Best_Male_Playback_Singer	4206850	481574318	123	2.983740	123	2.983740
Filmfare_Award_for_Best_Male_Playback_Singer	4206850	490645427	275	2.429091	255	3.584314
Filmfare_Award_for_Best_Male_Playback_Singer	4206850	484189620	780	2.993590	780	2.991026
Filmfare_Award_for_Best_Male_Playback_Singer	4206850	479859159	37	3.000000	37	3.000000
List_of_earthquakes_in_India	21046950	453957963	36	3.555556	35	3.942857
List_of_earthquakes_in_India	21046950	469315047	0	0.000000	34	4.000000
Wash_sale	4270532	372227199	31	4.612903	37	4.648649
Hutterite	76400	499206583	0	0.000000	32	4.468750
Giovanni_da_Verrazzano	76934	453846979	75	3.200000	74	3.472973
Giovanni_da_Verrazzano	76934	460669907	37	2.945946	39	3.333333
Figure_of_speech	77691	441024394	36	3.833333	36	3.888889
Avatar_(2009_film)	4273140	444169200	33	4.636364	40	4.550000
Lists_of_collective_nouns	79316	465920008	53	2.603774	56	2.732143
Lists_of_collective_nouns	79316	451158099	58	3.017241	58	2.948276
Polyester	3508478	494313434	37	3.405405	39	3.051282
List_of_mathematicians	80143	449822775	65	2.600000	66	2.696970
Health	80381	478905966	40	3.550000	45	3.511111
Health	80381	489001404	0	0.000000	30	3.666667
RF_modulator	80758	457278634	0	0.000000	36	3.777778
Kurdistan	80777	465739086	78	1.307692	72	1.388889
Kurdistan	80777	480834389	46	1.369565	40	1.500000
Billie_Joe_Armstrong	80903	460377608	0	0.000000	30	4.600000
Banjo_Paterson	81222	487355147	33	2.878788	40	3.075000
Banjo_Paterson	81222	443161284	31	3.322581	35	3.714286
Banjo_Paterson	81222	472589161	35	3.542857	39	3.666667
The_Count_of_Monte_Cristo	82163	467459333	81	4.506173	69	4.594203
The_Count_of_Monte_Cristo	82163	495152835	38	4.368421	38	4.342105
The_Count_of_Monte_Cristo	82163	489402280	38	4.552632	38	4.552632
The_Count_of_Monte_Cristo	82163	474003523	46	4.630435	47	4.680851
The_Count_of_Monte_Cristo	82163	491837808	45	4.266667	45	4.222222
Composite_number	82289	475868123	0	0.000000	33	3.939394
Composite_number	82289	444968164	51	3.764706	59	3.593220
Season_premiere	4277208	456897971	0	0.000000	31	3.903226
Season_premiere	4277208	442660826	0	0.000000	34	3.235294
Season_premiere	4277208	487080546	0	0.000000	32	3.875000
Taj_Mahal	82976	467789312	49	4.020408	51	4.215686
Taj_Mahal	82976	486935937	30	3.800000	32	3.968750
Taj_Mahal	82976	489499066	30	3.666667	35	4.142857
Taj_Mahal	82976	481498532	40	3.350000	42	3.761905
Taj_Mahal	82976	441660591	33	3.575758	51	4.019608
Taj_Mahal	82976	455488182	34	3.647059	42	3.761905
Taj_Mahal	82976	473937339	0	0.000000	34	3.558824
Taj_Mahal	82976	478490056	52	3.634615	61	3.819672
Taj_Mahal	82976	493115478	0	0.000000	35	3.971429
Taj_Mahal	82976	459306605	58	3.620690	75	3.880000
Taj_Mahal	82976	450598515	30	3.933333	40	3.925000
Taj_Mahal	82976	463313658	54	3.722222	68	3.617647
Motherfucker	83019	441400330	38	4.131579	45	3.888889
Motherfucker	83019	471502611	32	4.000000	35	3.857143
Motherfucker	83019	457250074	35	3.685714	44	4.068182
Time_Warner	83045	480760902	39	1.000000	39	1.076923
Halloween	13855	458315789	38	3.657895	40	3.975000
Halloween	13855	455052206	70	3.500000	78	3.782051
Halloween	13855	458029136	45	3.622222	51	3.941176
Halloween	13855	457688683	78	3.423077	88	3.727273
Halloween	13855	459042416	32	3.250000	37	3.324324
Halloween	13855	458260675	39	3.615385	44	4.045455
Halloween	13855	458339028	38	3.236842	47	3.638298
Halloween	13855	456337671	33	3.636364	37	3.945946
Halloween	13855	453197591	45	3.444444	52	3.692308
Halloween	13855	457356704	0	0.000000	33	4.060606
Halloween	13855	458161148	0	0.000000	34	3.941176
Neil_Francis_(rugby_union)	25249827	444986244	31	4.774194	32	4.875000
Neil_Francis_(rugby_union)	25249827	445693803	37	4.108108	40	4.425000
Mary_McLeod_Bethune	1412179	476535358	49	4.204082	60	4.283333
Paper	16861908	472923448	37	3.567568	42	3.523810
Amelia_Earhart	85234	454543191	79	3.924051	89	4.078652
Terry_Fox	86700	452997574	58	3.431034	65	3.723077
Furry_fandom	86967	442999526	0	0.000000	31	3.516129
Ninjutsu	87417	459528470	37	2.729730	40	2.350000
Ninjutsu	87417	473213674	31	2.741935	36	2.472222
IP_address	14921	490415630	0	0.000000	33	3.939394
IP_address	14921	452808599	0	0.000000	32	3.656250
IP_address	14921	471801019	43	3.604651	52	3.846154
IP_address	14921	466564541	0	0.000000	30	3.933333
IP_address	14921	440550338	34	3.882353	41	3.829268
IP_address	14921	456293332	42	3.476190	50	3.820000
IP_address	14921	486431594	0	0.000000	32	3.750000
List_of_environmental_issues	89844	498144366	31	3.741935	30	3.633333
List_of_environmental_issues	89844	482051714	0	0.000000	32	3.843750
Cystoscopy	89914	481811249	0	0.000000	34	4.411765
Pie	90796	476733761	0	0.000000	30	3.300000
Pie	90796	486903516	30	3.200000	0	0.000000
Pie	90796	471667681	0	0.000000	30	3.166667
Pie	90796	449393893	57	3.526316	58	3.775862
Art_Clokey	92197	455265439	63	4.190476	67	4.343284
Art_Clokey	92197	455203025	47	3.978723	57	4.122807
Art_Clokey	92197	455237376	51	4.098039	59	4.067797
Art_Clokey	92197	455170836	52	3.865385	64	3.984375
Art_Clokey	92197	455161715	0	0.000000	31	4.000000
Art_Clokey	92197	455142803	41	4.097561	50	4.300000
Art_Clokey	92197	455177639	142	3.767606	161	3.894410
Art_Clokey	92197	455155127	0	0.000000	30	4.033333
Armistice_Day	92231	440998356	40	3.825000	42	3.904762
Electromagnet	92377	475359703	42	3.690476	44	3.340909
Streptococcal_pharyngitis	92398	461986458	33	4.242424	38	4.184211
Ferrous	92523	472085728	67	3.149254	68	2.941176
RSS	93489	448485621	37	3.459459	41	3.365854
RSS	93489	467838952	0	0.000000	36	3.805556
Wakan_Tanka	93525	439047918	41	3.292683	45	3.422222
James_Maslow	25259595	465938606	45	4.555556	56	4.678571
James_Maslow	25259595	458589617	33	4.181818	42	4.333333
James_Maslow	25259595	446602034	36	4.500000	38	4.421053
James_Maslow	25259595	488100808	37	4.459459	47	4.297872
Sally_Ride	94289	483628461	30	3.633333	32	4.000000
Sally_Ride	94289	450962546	30	4.000000	30	3.833333
Sally_Ride	94289	477639962	0	0.000000	36	3.972222
Julius_Caesar	15924	453777203	44	4.136364	50	4.060000
Julius_Caesar	15924	477153342	30	3.333333	32	3.500000
John_Vincent_Atanasoff	95618	455177437	32	4.187500	36	4.555556
Jim_Henson	16228	452153605	0	0.000000	35	4.485714
Jim_Henson	16228	452200299	0	0.000000	30	4.733333
Family_tree_of_the_Greek_gods	97771	469807449	241	3.991701	257	3.591440
